ChEMBL ID,Name,Molecular Weight,CX Acidic pKa,CX Basic pKa,Aromatic Rings,Molecular Species,Molecular Formula,Smiles,Inchi Key,Amine Class
CHEMBL5279826,,155.2,11.66,9.56,0.0,BASE,C7H13N3O,O=C1CNC2(CCNCC2)N1,HFPLVVCVTUVAPK-UHFFFAOYSA-N,secondary
CHEMBL281330,,211.26,9.98,8.68,1.0,BASE,C11H17NO3,CN(C)CC(O)COc1ccccc1O,NSKLDYGWUJHWQU-UHFFFAOYSA-N,tertiary
CHEMBL70546,,163.22,,8.9,1.0,BASE,C10H13NO,COc1cccc2c1CCNC2,MCJYXDLWQYGCIQ-UHFFFAOYSA-N,secondary
CHEMBL5191295,,179.27,,10.19,1.0,BASE,C10H17N3,CNCCCc1cc(C)cc(N)n1,MOHLCKRYTZYOGZ-UHFFFAOYSA-N,secondary
CHEMBL137920,,208.3,,7.91,1.0,NEUTRAL,C12H20N2O,CCCCc1cc([C@H]2CCCN2C)on1,SDZYVNZRTVXHSV-LLVKDONJSA-N,tertiary
CHEMBL2311149,,156.21,,8.72,0.0,BASE,C8H15NO2,CC(=O)OC1CCN([11CH3])CC1,RWPYOAUYOSFJQV-JVVVGQRLSA-N,tertiary
CHEMBL29401,,177.25,,9.23,1.0,BASE,C11H15NO,CC1(N)c2ccccc2CCC1O,QOTKWAIAKKJUPR-UHFFFAOYSA-N,primary
CHEMBL359582,,205.26,,9.81,0.0,BASE,C11H15N3O,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H]1CCCN1,IIVGMDFYTPCILV-KATARQTJSA-N,secondary
CHEMBL89042,,101.15,,8.38,0.0,NEUTRAL,C4H11N3,NN1CCNCC1,IYPZRUYMFDWKSS-UHFFFAOYSA-N,secondary
CHEMBL47570,,209.34,,10.09,1.0,BASE,C12H23N3,CCCCCCCNCCc1c[nH]cn1,HWACDIKQGYISSN-UHFFFAOYSA-N,secondary
CHEMBL34447,,204.31,,9.55,0.0,BASE,C10H24N2O2,CC(O)C(C)NCCNC(C)C(C)O,MCERRKGSGYESEK-UHFFFAOYSA-N,secondary
CHEMBL219940,,223.23,8.65,6.11,1.0,NEUTRAL,C10H13N3O3,NC(C(=O)NO)C(=O)NCc1ccccc1,HVTWOBIOCPYSGH-UHFFFAOYSA-N,primary
CHEMBL268490,,125.17,13.5,9.85,1.0,BASE,C6H11N3,CNCCc1cnc[nH]1,PHSPJQZRQAJPPF-UHFFFAOYSA-N,secondary
CHEMBL2177518,,201.27,,10.48,1.0,BASE,C12H15N3,C1=C(c2cncnc2)CC2CNCC1C2,BOLXMIIYJAOMEO-UHFFFAOYSA-N,secondary
CHEMBL205511,,209.34,,10.33,1.0,BASE,C12H23N3,CCN(CC)CCCCCc1c[nH]cn1,XOTVIUDNDAPPIB-UHFFFAOYSA-N,tertiary
CHEMBL453099,,266.3,10.03,7.54,2.0,NEUTRAL,C12H18N4O3,CN(Cc1c[nH]c2c(=O)[nH]cnc12)CC(O)CCO,XOFNJPVVVPIKSR-UHFFFAOYSA-N,tertiary
CHEMBL1618272,,70.09,,7.85,0.0,NEUTRAL,C3H6N2,N#CCCN,AGSPXMVUFBBBMO-UHFFFAOYSA-N,primary
CHEMBL369230,,102.18,,9.88,0.0,BASE,C5H14N2,CC(C)(CN)CN,DDHUNHGZUHZNKB-UHFFFAOYSA-N,primary
CHEMBL5277812,,187.29,,10.14,0.0,BASE,C9H21N3O,CC(=O)N(CCCN)CCCCN,OYYYKBDTBANKSJ-UHFFFAOYSA-N,primary
CHEMBL2111787,,271.27,10.08,9.34,1.0,BASE,C11H17N3O5,Cc1cn([C@@H]2O[C@H](CO)[C@@H](CN)[C@@H]2O)c(=O)[nH]c1=O,JYDMCTQCWURNLL-BDNRQGISSA-N,primary
CHEMBL344892,,179.22,,8.44,0.0,NEUTRAL,C9H13N3O,CO/N=C(\C#N)C12CCN(CC1)C2,LRXMLERJAJTUBK-DHZHZOJOSA-N,tertiary
CHEMBL3769622,,204.27,,8.96,2.0,BASE,C12H16N2O,COc1ccc2[nH]cc(CN(C)C)c2c1,GOERTRUXQHDLHC-UHFFFAOYSA-N,tertiary
CHEMBL3770328,,161.21,,7.85,2.0,NEUTRAL,C9H11N3,Cn1c(CN)nc2ccccc21,GFQZSGGPNZDNBC-UHFFFAOYSA-N,primary
CHEMBL1370095,,205.31,,8.31,1.0,NEUTRAL,C12H19N3,CCN1CCN(c2ccc(N)cc2)CC1,KEPUOYACJXZYTQ-UHFFFAOYSA-N,tertiary
CHEMBL2332146,,210.32,,9.06,0.0,BASE,C12H22N2O,CCC(C)C(=O)N[C@H]1CCN2CCC[C@H]12,JBALUFGTAJXLSF-QXXIUIOUSA-N,tertiary
CHEMBL5427599,,231.34,13.31,8.83,0.0,BASE,C12H25NO3,CCCCCCCN1C[C@@H](O)[C@H](O)[C@H]1CO,FNUQGLQNLIKWHQ-IJLUTSLNSA-N,tertiary
CHEMBL1172654,,202.26,13.39,10.45,2.0,BASE,C11H14N4,c1cc2[nH]ncc2cc1NC1CCNC1,NEURZYJXEXNEOF-UHFFFAOYSA-N,secondary
CHEMBL178040,,191.27,,8.74,1.0,BASE,C12H17NO,COc1ccccc1C1CCCN1C,LGSAUUFTGRAKGB-UHFFFAOYSA-N,tertiary
CHEMBL107251,1400W,177.25,,12.16,1.0,BASE,C10H15N3,CC(=N)NCc1cccc(CN)c1,RODUKNYOEVZQPR-UHFFFAOYSA-N,primary
CHEMBL325102,,183.34,,10.93,0.0,BASE,C12H25N,CCCCCCNC1CCCCC1,SDGLZYZMEJGJDJ-UHFFFAOYSA-N,secondary
CHEMBL18980,,151.21,,10.8,1.0,BASE,C8H13N3,C[C@@H]1NCC[C@H]1c1c[nH]cn1,FLOJCNYYPGNYBP-NKWVEPMBSA-N,secondary
CHEMBL1171864,CYCLOHEPTANAMINE,113.2,,10.45,0.0,BASE,C7H15N,NC1CCCCCC1,VXVVUHQULXCUPF-UHFFFAOYSA-N,primary
CHEMBL134660,,192.26,,8.76,0.0,BASE,C11H16N2O,CC#CCO/N=C/[C@H]1CN2CC[C@H]1C2,KDCKBPDCRCUXTG-WKRXVSLGSA-N,tertiary
CHEMBL19393,LEVAMFETAMINE,135.21,,10.01,1.0,BASE,C9H13N,C[C@@H](N)Cc1ccccc1,KWTSXDURSIMDCE-MRVPVSSYSA-N,primary
CHEMBL2093124,,194.28,,7.98,0.0,NEUTRAL,C11H18N2O,C[C@H]1CCC(=O)N1CC#CCN(C)C,YYUALTZHLJSXFR-JTQLQIEISA-N,tertiary
CHEMBL147314,,198.31,,8.43,0.0,NEUTRAL,C11H22N2O,CCCCC(N)C(=O)N1CCCCC1,MHNFDNJENWJAHH-UHFFFAOYSA-N,primary
CHEMBL59711,,116.21,,10.64,0.0,BASE,C6H16N2,CC(N)CC(C)CN,ACEKLXGWCBIDGA-UHFFFAOYSA-N,primary
CHEMBL5397369,,203.24,,7.95,2.0,NEUTRAL,C12H13NO2,CNC(C)C(=O)c1ccc2occc2c1,GKZGRACLZFHCFE-UHFFFAOYSA-N,secondary
CHEMBL292389,L-TYROSINE ETHYLESTER,209.25,9.51,6.99,1.0,NEUTRAL,C11H15NO3,CCOC(=O)[C@@H](N)Cc1ccc(O)cc1,SBBWEQLNKVHYCX-JTQLQIEISA-N,primary
CHEMBL207419,,203.28,13.43,8.91,0.0,BASE,C10H21NO3,CCCC[C@@H]1C[C@H](O)[C@@H](O)[C@@H](CO)N1,GLBYBFDEXKQFMP-IMSYWVGJSA-N,secondary
CHEMBL222439,,178.24,13.52,8.23,1.0,NEUTRAL,C10H14N2O,Cc1ccccc1NC(=O)[C@@H](C)N,BEXOMEKJRGSLNS-MRVPVSSYSA-N,primary
CHEMBL7681,,195.22,9.24,8.06,1.0,NEUTRAL,C10H13NO3,Oc1ccc(C2CNCCO2)cc1O,GYJRRQRGZZEHEB-UHFFFAOYSA-N,secondary
CHEMBL5399245,,142.25,,10.29,0.0,BASE,C8H18N2,CC(C)N1CCC(N)CC1,ZRQQXFMGYSOKDF-UHFFFAOYSA-N,primary
CHEMBL5418849,,154.26,,11.08,0.0,BASE,C9H18N2,NCCC12CCCN1CCC2,GSROTWURVBARHL-UHFFFAOYSA-N,primary
CHEMBL5435924,,156.23,,9.65,0.0,BASE,C8H16N2O,NC(=O)CC1(N)CCCCC1,ZYWMEVIOOGVDMP-UHFFFAOYSA-N,primary
CHEMBL2272079,,179.17,11.37,8.51,0.0,BASE,C6H13NO5,N[C@H]1[C@H](O)[C@@H](CO)OC(O)[C@@H]1O,BQCCAEOLPYCBAE-CBPJZXOFSA-N,primary
CHEMBL369046,,163.17,12.91,8.06,0.0,NEUTRAL,C6H13NO4,OC[C@H]1NC[C@H](O)[C@H](O)[C@H]1O,LXBIFEVIBLOUGU-VANKVMQKSA-N,secondary
CHEMBL611935,,188.23,13.6,8.17,1.0,NEUTRAL,C11H12N2O,O=C1CC2NCCc3cccc(c32)N1,SKYLMEGKRGVXTM-UHFFFAOYSA-N,secondary
CHEMBL1651901,,187.24,,8.92,0.0,BASE,C8H17N3O2,NC(=O)C(CCO)N1CCNCC1,MTMLZDTYEUFDOY-UHFFFAOYSA-N,secondary
CHEMBL596328,,218.26,,8.73,2.0,BASE,C11H14N4O,Cc1cc2c(N3CCNCC3)ncnc2o1,MNCCXFCOQHVIEX-UHFFFAOYSA-N,secondary
CHEMBL4778294,,215.34,,10.21,0.0,BASE,C12H25NO2,CCCCCCOC(=O)CCCCCN,DJMXYHYLDLVMCZ-UHFFFAOYSA-N,primary
CHEMBL1170792,,151.25,,10.54,0.0,BASE,C10H17N,NC1C2CC3CC(C2)CC1C3,QZWNXXINFABALM-UHFFFAOYSA-N,primary
CHEMBL1618229,,175.28,,10.22,1.0,BASE,C12H17N,c1ccc(CC2CCCNC2)cc1,BKDMXVREWXKZLB-UHFFFAOYSA-N,secondary
CHEMBL2298125,,262.27,,5.62,1.0,NEUTRAL,C12H14N4O3,O=C1c2nccnc2C(=O)N1CCN1CCOCC1,PNHVQSRPZBDDAT-UHFFFAOYSA-N,tertiary
CHEMBL93507,,198.31,,8.5,0.0,NEUTRAL,C11H22N2O,CCC(C)C(N)C(=O)N1CCCCC1,CGPFEPGLMSJJPP-UHFFFAOYSA-N,primary
CHEMBL2079652,,143.23,,9.58,0.0,BASE,C8H17NO,NC[C@@H](O)C1CCCCC1,MSIAFRBGOYFCND-MRVPVSSYSA-N,primary
CHEMBL114730,,204.27,11.33,8.95,1.0,BASE,C12H16N2O,C/C=C1\CCc2nc(O)ccc2[C@]1(C)N,RSCGADMLEAWHFG-STWLFGJUSA-N,primary
CHEMBL371428,,187.24,9.72,7.92,1.0,NEUTRAL,C12H13NO,C#CCN[C@@H]1CCc2ccc(O)cc21,NRSDGDXUWMMUEV-GFCCVEGCSA-N,secondary
CHEMBL2299133,,191.23,,5.52,1.0,NEUTRAL,C11H13NO2,COC(=O)CN1Cc2ccccc2C1,GGHAXPASEHFKLK-UHFFFAOYSA-N,tertiary
CHEMBL4643691,,173.26,,10.01,1.0,BASE,C12H15N,C/C(=C\C1CC1N)c1ccccc1,PSRWGFCUKGCJPM-VQHVLOKHSA-N,primary
CHEMBL22285,,174.25,,10.05,1.0,BASE,C11H14N2,c1cc2c(cn1)[C@@H]1NCC[C@@H]1CC2,LLDCTTGZSWUYBM-GXSJLCMTSA-N,secondary
CHEMBL4566300,,265.32,,2.71,2.0,NEUTRAL,C11H19N7O,Cn1cnc(CN(CCCO)Cc2ncn(C)n2)n1,CVIOFMUJYLDOTE-UHFFFAOYSA-N,tertiary
CHEMBL2261442,4-AMINOBUTANAL,87.12,,9.79,0.0,BASE,C4H9NO,NCCCC=O,DZQLQEYLEYWJIB-UHFFFAOYSA-N,primary
CHEMBL3810079,,130.24,,10.3,0.0,BASE,C7H18N2,CC(C)C[C@H](N)CCN,VIZDVWMUBSZSMV-SSDOTTSWSA-N,primary
CHEMBL1907643,,177.29,,10.43,1.0,BASE,C12H19N,CCCN[C@H](C)Cc1ccccc1,SNPGTHLGFHVIDA-LLVKDONJSA-N,secondary
CHEMBL5280395,,279.26,10.02,7.01,2.0,NEUTRAL,C11H13N5O4,NC(=O)[C@H]1N[C@@H](c2c[nH]c3c(=O)[nH]cnc23)[C@H](O)[C@@H]1O,OPCMSAHNRSZNML-IZJRFANQSA-N,secondary
CHEMBL389292,,263.29,13.1,8.65,0.0,BASE,C11H21NO6,CCOC(=O)CC[C@@H]1N[C@@H]([C@H](O)CO)[C@H](O)[C@H]1O,DANNJLBSVHIXCT-MXDNDHKRSA-N,secondary
CHEMBL2409038,,283.29,11.83,7.35,1.0,NEUTRAL,C11H17N5O4,COC(=O)[C@@H](Cc1cnc[nH]1)NC(=O)[C@@H](N)CC(N)=O,PQMRWSJXQOHQPH-JGVFFNPUSA-N,primary
CHEMBL110830,DIDEOXYIMINOXYLITOL,133.15,12.98,8.53,0.0,BASE,C5H11NO3,O[C@H]1[C@H](O)CNC[C@@H]1O,RMCNETIHECSPMZ-SCDXWVJYSA-N,secondary
CHEMBL148569,,182.27,,8.5,0.0,NEUTRAL,C10H18N2O,CCC(C)C(N)C(=O)N1CC=CC1,JYUUCEVKOOBPLE-UHFFFAOYSA-N,primary
CHEMBL397042,,174.25,,9.73,1.0,BASE,C11H14N2,c1ccc(N2CC3CC2CN3)cc1,GWYXZPLBADDTQS-UHFFFAOYSA-N,secondary
CHEMBL470812,,183.22,,9.96,1.0,BASE,C6H13N7,NCCCNc1nc(N)nc(N)n1,BDKALSILPCJVRJ-UHFFFAOYSA-N,primary
CHEMBL12620,2-METHYLHISTAMINE,125.17,13.95,9.83,1.0,BASE,C6H11N3,Cc1ncc(CCN)[nH]1,XDKYTXBAVJELDQ-UHFFFAOYSA-N,primary
CHEMBL159690,,148.21,,9.62,1.0,BASE,C9H12N2,NC1CNc2ccccc2C1,FBSQFLMMNVFTRT-UHFFFAOYSA-N,primary
CHEMBL4780765,,153.22,,8.53,0.0,BASE,C9H15NO,C#CCN1CCCC(CO)C1,SEGPGNSXCVPIKQ-UHFFFAOYSA-N,tertiary
CHEMBL3640772,,160.22,,8.52,1.0,BASE,C10H12N2,C1=CC[C@@H](c2cccnc2)NC1,SOPPBXUYQGUQHE-JTQLQIEISA-N,secondary
CHEMBL153949,,221.3,,9.03,1.0,BASE,C12H19N3O,Cc1cccc(C)c1N(CCN)C(=O)CN,MHELURRDLYTUEJ-UHFFFAOYSA-N,primary
CHEMBL417468,,249.27,,5.88,2.0,NEUTRAL,C12H15N3O3,O=c1oc2ncccc2n1CCN1CCOCC1,WMBKNLQADCJVTB-UHFFFAOYSA-N,tertiary
CHEMBL423579,,188.27,,9.0,1.0,BASE,C12H16N2,CN1C2CCc3ccncc3C1CC2,AKIHOESVDZLTDO-UHFFFAOYSA-N,tertiary
CHEMBL2393337,,201.27,,9.65,2.0,BASE,C12H15N3,Cc1ccc2c(NCCN)ccnc2c1,BPTXBEBCBIYNJE-UHFFFAOYSA-N,primary
CHEMBL278978,,185.31,,9.58,0.0,BASE,C11H23NO,NCC(O)C1CCCCCCCC1,DPZZNVKBRAZGQC-UHFFFAOYSA-N,primary
CHEMBL241385,,201.35,,10.0,0.0,BASE,C12H27NO,CCCCCCCCCCNCCO,PJNIZPXBKOEEGD-UHFFFAOYSA-N,secondary
CHEMBL434772,,192.27,,9.01,1.0,BASE,C10H16N4,Cc1cnn(C2CN3CCC2CC3)n1,POGMRMZDHMEDPO-UHFFFAOYSA-N,tertiary
CHEMBL1643240,,242.29,,9.66,2.0,BASE,C12H14N6,N#Cc1cnn2c(N)cc(C3CCCNC3)nc12,UNHFGWSVFBRTHN-UHFFFAOYSA-N,secondary
CHEMBL2396949,,197.29,,11.26,0.0,BASE,C9H19N5,CN1C[C@@H]2[C@@H](N)N=C(N)N[C@@H]2C1(C)C,KDNBZCWCBFGCLL-ACZMJKKPSA-N,primary
CHEMBL1630288,,154.21,,9.97,0.0,BASE,C8H14N2O,CC1=NO[C@H]([C@@H]2CCCN2)C1,SPJFAHGKPNJTEC-YUMQZZPRSA-N,secondary
CHEMBL103225,,190.29,,8.49,1.0,NEUTRAL,C12H18N2,CCc1ccc(C2CCCN2C)cn1,WQDQDLHATTVJSW-UHFFFAOYSA-N,tertiary
CHEMBL4069068,,163.22,,8.13,1.0,NEUTRAL,C10H13NO,c1ccc(C2CNCCO2)cc1,ZLNGFYDJXZZFJP-UHFFFAOYSA-N,secondary
CHEMBL5425772,,205.26,9.58,8.81,2.0,BASE,C11H15N3O,CN(C)CCc1n[nH]c2ccc(O)cc12,HPXSSTRGWNQATI-UHFFFAOYSA-N,tertiary
CHEMBL1356617,,141.21,,9.7,0.0,BASE,C8H15NO,CN1[C@@H]2CC[C@H]1CC(O)C2,CYHOMWAPJJPNMW-DHBOJHSNSA-N,tertiary
CHEMBL4784914,,126.2,,10.17,0.0,BASE,C7H14N2,C1CN2CCC(CC2)N1,XJKNACDCUAFDHD-UHFFFAOYSA-N,secondary
CHEMBL403882,,168.24,,9.82,0.0,BASE,C9H16N2O,O=C([C@@H]1CCCN1)N1CCCC1,HDLWINONZUFKQV-QMMMGPOBSA-N,secondary
CHEMBL74917,,223.32,,8.18,0.0,NEUTRAL,C12H21N3O,CN(C)C(=O)N(C)CC#CCN1CCCC1,ZQYSCKVTZKCRBP-UHFFFAOYSA-N,tertiary
CHEMBL1095477,,224.3,,10.12,0.0,BASE,C12H20N2O2,CCCCCCN1C(=O)[C@H]2CNC[C@H]2C1=O,CYXQZZABHKFKTQ-AOOOYVTPSA-N,secondary
CHEMBL4160234,,102.14,,9.67,0.0,BASE,C4H10N2O,NCCC(=O)CN,ODANWMOQWMHGCY-UHFFFAOYSA-N,primary
CHEMBL3251653,,197.24,13.09,6.97,1.0,NEUTRAL,C9H15N3O2,CCCOC(=O)C(N)Cc1c[nH]cn1,KNPVUHLIUOMRSK-UHFFFAOYSA-N,primary
CHEMBL281021,,90.13,,10.14,0.0,BASE,C3H10N2O,NCCCON,VSZFWDPIWSPZON-UHFFFAOYSA-N,primary
CHEMBL4069367,,237.35,,8.68,1.0,BASE,C12H23N5,CCCNc1cc(C)nc(NCCN(C)C)n1,LLFFJMOROGLGGF-UHFFFAOYSA-N,tertiary
CHEMBL3084707,,221.26,,11.02,1.0,BASE,C12H15NO3,O=C(O[C@H]1C[C@H]2CC[C@@H](C1)N2)c1ccco1,IQOCOEKVHABEGN-MYJAWHEDSA-N,secondary
CHEMBL3318897,,153.22,,9.02,0.0,BASE,C9H15NO,CN1CCC2=CC[C@H](O)C[C@@H]21,AKIJFXULDFXJQR-IUCAKERBSA-N,tertiary
CHEMBL1087321,,211.26,,10.13,0.0,BASE,C10H17N3O2,CN(C)CCN1C(=O)[C@H]2CNC[C@H]2C1=O,ZOZSDRXQGPJKJR-OCAPTIKFSA-N,secondary
CHEMBL3402917,,210.28,,8.26,0.0,NEUTRAL,C11H18N2O2,CCOC1CC(C2=CCCN(C)C2)=NO1,DEXXYKGPNYXAQI-UHFFFAOYSA-N,tertiary
CHEMBL1169558,,223.27,13.31,8.21,1.0,NEUTRAL,C12H17NO3,OC[C@H]1[C@@H](O)[C@@H](O)CN1Cc1ccccc1,SBDAWMSBMQBJRA-SDDRHHMPSA-N,tertiary
CHEMBL609144,,179.26,,8.43,0.0,NEUTRAL,C11H17NO,CN1CCC[C@H]1/C=C1\CCCC1=O,KFUDZZZSOUAONO-DDXVTDLHSA-N,tertiary
CHEMBL1230806,VALIENAMINE,175.18,12.83,8.3,0.0,NEUTRAL,C7H13NO4,N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,XPHOBMULWMGEBA-VZFHVOOUSA-N,primary
CHEMBL118235,,174.24,,7.76,0.0,NEUTRAL,C8H18N2O2,OCCN1CCN(CCO)CC1,VARKIGWTYBUWNT-UHFFFAOYSA-N,tertiary
CHEMBL119296,,102.18,,10.51,0.0,BASE,C5H14N2,NCCCCCN,VHRGRCVQAFMJIZ-UHFFFAOYSA-N,primary
CHEMBL4527642,,178.24,,5.75,1.0,NEUTRAL,C9H14N4,C#CCN(C)Cc1cn(CC)nn1,BTASFENPOIDFQG-UHFFFAOYSA-N,tertiary
CHEMBL288850,,128.18,,8.44,0.0,NEUTRAL,C6H12N2O,N[C@H]1CCCCNC1=O,BOWUOGIPSRVRSJ-YFKPBYRVSA-N,primary
CHEMBL79727,,132.16,13.35,9.57,0.0,BASE,C5H12N2O2,NCC1NCC(O)C1O,PTUICKYMXFZVGV-UHFFFAOYSA-N,primary
CHEMBL284501,,199.25,,8.06,0.0,NEUTRAL,C10H17NO3,COC(=O)/C=C\C(=O)[C@@H](N)CC(C)C,YKKJYBGOXSQWRY-LGYSABEFSA-N,primary
CHEMBL2112846,,239.28,10.4,9.58,1.0,BASE,C11H17N3O3,Cc1cn([C@@H]2C[C@H](CO)[C@@H](N)C2)c(=O)[nH]c1=O,TZIYRKWJUGUSFL-HLTSFMKQSA-N,primary
CHEMBL152948,,193.29,,10.58,1.0,BASE,C11H19N3,c1nc(CCCC2CCCCN2)c[nH]1,UXYHRAYDBQKHHN-UHFFFAOYSA-N,secondary
CHEMBL2448835,,103.17,,8.87,0.0,BASE,C5H13NO,COCCN(C)C,HMVFITKXZCNKSS-UHFFFAOYSA-N,tertiary
CHEMBL96160,,223.32,,9.07,0.0,BASE,C12H21N3O,CCCCCNCC(=O)N1CCC[C@H]1C#N,SUOOBWPJJSTVIX-NSHDSACASA-N,secondary
CHEMBL3323285,,182.22,,8.23,0.0,NEUTRAL,C9H14N2O2,CN(C)CC#CCOC1=NOCC1,CADHNBBPGYVTOA-UHFFFAOYSA-N,tertiary
CHEMBL3402919,,191.23,,8.21,0.0,NEUTRAL,C10H13N3O,CN1CCC=C(C2=NOC(C#N)C2)C1,GXATUVHDTBQTHZ-UHFFFAOYSA-N,tertiary
CHEMBL169456,,206.29,,8.03,0.0,NEUTRAL,C12H18N2O,CN1C(=O)CCC1C#CCN1CCCC1,KQCMSCLMOFIYMI-UHFFFAOYSA-N,tertiary
CHEMBL1190131,,207.27,,8.89,1.0,BASE,C12H17NO2,COc1cc2c(cc1OC)[C@@H](C)NCC2,HMYJLVDKPJHJCF-MRVPVSSYSA-N,secondary
CHEMBL9965,,178.23,,9.42,1.0,BASE,C10H14N2O,c1cncc(OC2CCCNC2)c1,GHJPZQCAVQYABA-UHFFFAOYSA-N,secondary
CHEMBL1214193,,160.26,,9.98,0.0,BASE,C7H20N4,NCCNCCCNCCN,UWMHHZFHBCYGCV-UHFFFAOYSA-N,primary
CHEMBL4637223,,210.32,,10.64,0.0,BASE,C12H22N2O,CN(C1CCCCC1)C1CCNC(=O)C1,XUHAQJIIISMOCR-UHFFFAOYSA-N,tertiary
CHEMBL52133,,148.21,,9.84,1.0,BASE,C9H12N2,c1cc2c(cn1)CCNCC2,TYCKRCIGLWSVCK-UHFFFAOYSA-N,secondary
CHEMBL108967,,189.26,9.52,8.42,1.0,NEUTRAL,C12H15NO,CN1CC=C(c2ccc(O)cc2)CC1,GIGCUVKCMPXMAZ-UHFFFAOYSA-N,tertiary
CHEMBL7185,,195.22,9.75,9.09,1.0,BASE,C10H13NO3,N[C@@H]1CCc2cc(O)c(O)cc2[C@H]1O,DTKDYAXITHKMGK-GMSGAONNSA-N,primary
CHEMBL116536,,121.14,13.53,8.41,1.0,NEUTRAL,C6H7N3,NCC#Cc1c[nH]cn1,WVTVSENJUPWHIC-UHFFFAOYSA-N,primary
CHEMBL1622367,,219.29,13.41,7.01,1.0,NEUTRAL,C12H17N3O,CN1CCN(C(=O)Nc2ccccc2)CC1,SXNAOFHNRSEHNL-UHFFFAOYSA-N,tertiary
CHEMBL3400574,,204.27,,6.92,1.0,NEUTRAL,C12H16N2O,CC(=O)N1CCNC(c2ccccc2)C1,JZPNZEQSZRFEGD-UHFFFAOYSA-N,secondary
CHEMBL74212,,239.33,,11.42,0.0,BASE,C10H21N7,C1CNC(NCCNCCNC2=NCCN2)=N1,UNYZLWUWXNCMLM-UHFFFAOYSA-N,secondary
CHEMBL126348,,177.25,,8.74,1.0,BASE,C10H15N3,CN1CCN(c2ccncc2)CC1,NGHHVCGBOOCIBY-UHFFFAOYSA-N,tertiary
CHEMBL1791179,,226.24,,8.88,1.0,BASE,C9H14N4O3,Nc1ccn([C@H]2C[C@H](N)[C@@H](CO)O2)c(=O)n1,LDQAHTVPOZCQNH-SHYZEUOFSA-N,primary
CHEMBL1916675,,202.26,,7.57,1.0,NEUTRAL,C12H14N2O,CN1CC2ON=C(c3ccccc3)C2C1,OGASDKWFEWGEDH-UHFFFAOYSA-N,tertiary
CHEMBL1983100,ESAPRAZOLE,225.34,,8.91,0.0,BASE,C12H23N3O,O=C(CN1CCNCC1)NC1CCCCC1,RTFADALJKSFJDZ-UHFFFAOYSA-N,secondary
CHEMBL50603,,225.25,10.16,9.47,1.0,BASE,C10H15N3O3,Cc1cn(C2CNC(CO)C2)c(=O)[nH]c1=O,NPLAPYDJFDUZFI-UHFFFAOYSA-N,secondary
CHEMBL3277090,,209.29,,6.5,0.0,NEUTRAL,C11H19N3O,C=CCN(CC=C)C(CN1CC1)C(N)=O,ZSRFZMQTTAFOHI-UHFFFAOYSA-N,tertiary
CHEMBL3309914,,232.29,,7.78,2.0,NEUTRAL,C12H16N4O,CN1CCN(c2ccc3nc(N)oc3c2)CC1,SMOCGMBQTWGKSV-UHFFFAOYSA-N,tertiary
CHEMBL4286292,,221.31,,8.02,1.0,NEUTRAL,C11H19N5,CCCCNc1nc(N)nc2c1CNCC2,SPJGSKYAZKMTHS-UHFFFAOYSA-N,secondary
CHEMBL3358658,,163.17,12.73,8.82,0.0,BASE,C6H13NO4,N[C@H]1C[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,QXQNRSUOYNMXDL-GNFDWLABSA-N,primary
CHEMBL4290915,,246.32,,8.8,2.0,BASE,C12H18N6,Nc1ncnc2c1cnn2CCN1CCCCC1,NVCNWRHNHYPOQM-UHFFFAOYSA-N,tertiary
CHEMBL131384,,168.2,10.24,9.56,1.0,BASE,C8H12N2O2,NCCc1cc(O)c(O)cc1N,JOMLIKNXFZFNRZ-UHFFFAOYSA-N,primary
CHEMBL267552,,146.19,,6.26,1.0,NEUTRAL,C9H10N2,N#CC(N)Cc1ccccc1,AVXNAHRDJXOJHT-UHFFFAOYSA-N,primary
CHEMBL230143,,192.27,,5.81,0.0,NEUTRAL,C10H16N4,N#CCCN1CCN(CCC#N)CC1,QXQYJEMSNUMUPO-UHFFFAOYSA-N,tertiary
CHEMBL344705,,127.19,,10.07,0.0,BASE,C7H13NO,C=C1C[C@@H](CO)[C@@H](N)C1,LONGNMALASGXKR-BQBZGAKWSA-N,primary
CHEMBL4634330,,159.23,,10.01,1.0,BASE,C11H13N,NC1CC1/C=C\c1ccccc1,TZMYYZQXSJIVJU-SREVYHEPSA-N,primary
CHEMBL216796,,90.08,8.85,7.68,0.0,NEUTRAL,C2H6N2O2,NCC(=O)NO,VDBCTDQYMZSQFQ-UHFFFAOYSA-N,primary
CHEMBL31098,,207.27,,10.03,1.0,BASE,C12H17NO2,COc1cc2c(cc1OC)CC(N)CC2,OVSNYLXMTWOUKT-UHFFFAOYSA-N,primary
CHEMBL17041,,184.28,,8.5,0.0,NEUTRAL,C10H20N2O,CCC(C)C(N)C(=O)N1CCCC1,IMCMJLZQYAUSFW-UHFFFAOYSA-N,primary
CHEMBL344568,,193.25,12.59,8.28,1.0,NEUTRAL,C11H15NO2,OC1(c2ccco2)CN2CCC1CC2,TYIYFJCSVMOZCT-UHFFFAOYSA-N,tertiary
