ID,formula,amine_class,smiles,idx,acid_or_base,pka_type,pka_value,source,inchi_key,predicted_pka_value,linear_predicted_pka
43720,C13H18N4O3,tertiary,COc1nn(CCCN(C)C)c2ccc([N+](=O)[O-])cc12,8,base,pKAH1,9.66,chembl,MLQAEQLHCDPCGH-UHFFFAOYSA-N,8.707172313522381,8.66115694747893
71496,C13H17N3O,secondary,Cc1ccc2c(c1)N1CCNCCC1NC2=O,10,base,pKAH1,9.36,chembl,ZNXTUFJZAOLJDS-UHFFFAOYSA-N,8.743342782858251,8.70284521989508
64481,C12H18N2O,tertiary,COC[C@H]1C[C@@H](c2cccnc2)N(C)C1,12,base,pKAH1,8.67,chembl,HIALXRJMBMFGAL-JQWIXIFHSA-N,8.674928485823175,8.62399432566216
49379,C12H27NO2,secondary,CC(C)(C)COCC(O)CNC(C)(C)C,10,base,pKAH1,9.96,chembl,NCGGOJYEEKAQDS-UHFFFAOYSA-N,9.392030834845869,9.45049059804185
6450,C11H24N2O,secondary,CC1(C)CC(NCCO)CC(C)(C)N1,5,base,pKAH1,10.43,chembl,OCUZSAAZCGGVEI-UHFFFAOYSA-N,8.829298533577902,8.801913515594025
75558,C12H23N3O2,primary,CC(=O)NCCCCC(N)C(=O)N1CCCC1,9,base,pKAH1,8.43,chembl,IUYHTSIHYRNPTR-UHFFFAOYSA-N,8.585608118958369,8.521048141812729
75185,C10H16N4O4,secondary,NC(=O)CN1OC[C@H](NC(=O)C2CCCN2)C1=O,15,base,pKAH1,9.5,chembl,VEQDSAGWWPBHJR-MLWJPKLSSA-N,8.513526049001984,8.437969956103872
35906,C12H19N3O,primary,CC(C)C[C@H](N)C(=O)N1[C@H](C#N)C[C@@H]2C[C@@H]21,5,base,pKAH1,8.42,chembl,LXCASKAHNFUJCS-RCWTZXSCSA-N,8.57511375422816,8.508952862328105
6008,C11H12N2O2,tertiary,C#CCN(C)Cc1ccc([N+](=O)[O-])cc1,3,base,pKAH1,7.27,chembl,NWNXUWFSKKBDGX-UHFFFAOYSA-N,8.513364793757768,8.437784101381144
66813,C12H25NO2,primary,CCCCCCCCCC(=O)OCCN,14,base,pKAH1,9.23,chembl,PESNDQQWLWAXDE-UHFFFAOYSA-N,9.88016689009501,10.013091781300242
11791,C9H13NO,primary,COc1ccccc1CCN,10,base,pKAH1,9.71,chembl,WSWPCNMLEVZGSM-UHFFFAOYSA-N,9.77955162695237,9.89712766537561
19775,C12H15NO2,tertiary,c1cc2c(cc1CN1CCCC1)OCO2,7,base,pKAH1,8.39,chembl,HZYWHMJSXOXOMA-UHFFFAOYSA-N,8.840596405067695,8.814934876749605
11090,C12H16N2O2,tertiary,O=[N+]([O-])c1ccc(CCN2CCCC2)cc1,9,base,pKAH1,9.11,chembl,YFOCDNYNVHXLJE-UHFFFAOYSA-N,8.579040478623892,8.513478608311447
23180,C13H19NO4,tertiary,O[C@H]1[C@H](O)[C@H](O)CN(Cc2ccccc2)C[C@H]1O,7,base,pKAH1,8.01,chembl,BNKDZUBTWKOJBR-FDYHWXHSSA-N,8.53225715585235,8.459558492259795
12569,C8H9NO4,primary,N[C@@H](C(=O)O)c1cc(O)cc(O)c1,0,base,pKAH1,7.88,chembl,HOOWCUZPEFNHDT-SSDOTTSWSA-N,7.93568442088356,7.7719786198370695
35761,C5H11N3,secondary,N=C(N)[C@@H]1CCCN1,0,base,pKAH1,11.36,chembl,SYERHLYFHUKCKP-BYPYZUCNSA-N,10.203156002302126,10.385352864564325
88593,C12H21N5,secondary,CCNC1CN(c2cc(C(C)C)nc(N)n2)C1,2,base,pKAH1,8.89,chembl,SUHLEUOFCFIBIR-UHFFFAOYSA-N,8.927457064525152,8.915046124963851
1212,C3H10N2O,primary,NCCCON,0,base,pKAH1,10.14,chembl,VSZFWDPIWSPZON-UHFFFAOYSA-N,10.142148801363016,10.315039018523782
8345,C8H19N3,primary,CN1CCN(CCCN)CC1,8,base,pKAH1,9.88,chembl,RGUABPVONIGVAT-UHFFFAOYSA-N,10.30974712521192,10.50820445733037
119222,C6H10N2O2,secondary,O=C1C2NCCC2CN1O,3,base,pKAH1,9.56,chembl,MRXADRBMUOCYNY-UHFFFAOYSA-N,8.67583865672291,8.625043343081897
91622,C6H14N2O3,primary,NC[C@H]1N[C@H](CO)[C@H](O)[C@H]1O,3,base,pKAH1,9.19,chembl,NJOZFAFEQVQFJI-ZXXMMSQZSA-N,8.627357211424806,8.569166056006948
74625,C9H18N4O2,primary,NCC(=O)N1CCCN(C(=O)CN)CC1,12,base,pKAH1,8.43,chembl,BEKYRSXGOFLCKM-UHFFFAOYSA-N,9.177174977940638,9.202858492146323
49398,C6H13NO4,secondary,O[C@H]1[C@H](O)[C@@H](O)CNC[C@H]1O,7,base,pKAH1,8.49,chembl,MRFFNLOQLBWKPJ-JGWLITMVSA-N,8.55132834606283,8.481538991473453
87622,C13H17N3,tertiary,CN(C)CCNc1ccnc2ccccc12,1,base,pKAH1,8.96,chembl,DKKMYYBDTJFTDO-UHFFFAOYSA-N,9.382755668290073,9.43980050534516
9160,C8H13N5,secondary,CC1CC=C(c2nnn(C)n2)CN1,12,base,pKAH1,8.93,chembl,MPBNGLHQBREKHS-UHFFFAOYSA-N,8.910110746378754,8.89505362695147
1225,C13H21NO3,primary,CCOc1c(OC)cc(CC(C)N)cc1OC,12,base,pKAH1,10.0,chembl,AHLXCGRWNKUNTQ-UHFFFAOYSA-N,9.812576160288293,9.935190089430444
67078,C13H24N2O2,primary,CO[C@@H]1CCC[C@H]([C@H](N)C(=O)N2CCCC2)C1,8,base,pKAH1,8.49,chembl,DRISAAKHTOXJHO-TUAOUCFPSA-N,8.626573612388896,8.568262918981802
118175,C12H17N7O2,primary,NC(=O)[C@@H](Cc1cnc[nH]1)NC(=O)[C@@H](N)Cc1cnc[nH]1,14,base,pKAH1,7.7,chembl,OGQFCKPFMCHUCL-VHSXEESVSA-N,8.873339781764077,8.852673253735214
116787,C11H13NO,secondary,CN[C@@H]1CC2O[C@@H]1c1ccccc12,1,base,pKAH1,9.24,chembl,ORIVPRRHLYANQH-GLYLRITDSA-N,8.670146077675206,8.61848236141789
125958,C9H13NO3,secondary,CNC[C@H](O)c1ccc(O)c(O)c1,1,base,pKAH1,8.91,chembl,UCTWMZQNUQWSLP-VIFPVBQESA-N,8.62079464625927,8.561602371891343
7454,C8H17NO,primary,NC[C@H](O)C1CCCCC1,0,base,pKAH1,9.58,chembl,MSIAFRBGOYFCND-QMMMGPOBSA-N,9.41473939807828,9.47666335132911
62345,C13H17N,tertiary,CN1CC[C@H]2CC1Cc1ccccc12,1,base,pKAH1,9.47,chembl,VHLFDGOYHXRPRG-PXYINDEMSA-N,9.402613303177352,9.462687421327209
60548,C12H15NO2,tertiary,CN(C)CCC1OC(=O)c2ccccc21,1,base,pKAH1,9.12,chembl,IWDHHRJXRSOABE-UHFFFAOYSA-N,8.446589769882559,8.360822551337222
57216,C11H21N3,secondary,N#CCCNCCCN1CCCCC1,8,base,pKAH1,9.6,chembl,NUQKGFVEAAPQSK-UHFFFAOYSA-N,8.910416830436851,8.895406404115564
10831,C8H19NO,primary,CCCCCC(C)(O)CN,9,base,pKAH1,9.65,chembl,WKEOMXCIRZHSCC-UHFFFAOYSA-N,9.562244830458747,9.64667072919415
9526,C8H12N2,tertiary,CN(C)Cc1ccncc1,1,base,pKAH1,8.13,chembl,VJOFNWDVXXUHAG-UHFFFAOYSA-N,8.67524688458257,8.624361296134547
68968,C11H13N3O3,secondary,O=C(c1ccc([N+](=O)[O-])cc1)N1CCNCC1,14,base,pKAH1,7.82,chembl,HIQSQKKHPVVUEJ-UHFFFAOYSA-N,8.667974808645946,8.61597986541929
76947,C10H21NO,primary,NC[C@H](O)C1CCCCCCC1,0,base,pKAH1,9.58,chembl,NUOYMOJXFODLFN-JTQLQIEISA-N,9.655973108436667,9.75469725075121
75288,C3H8N4O9,primary,NCC(CO[N+](=O)[O-])O[N+](=O)[O-].O=[N+]([O-])O,0,base,pKAH1,9.25,chembl,HNGZXIYRAZMQBG-UHFFFAOYSA-N,7.871883764660696,7.698445177065004
84,C13H21N3O2,tertiary,O=C1CCCN1C1CC(CCN2CCCC2)=NO1,11,base,pKAH1,9.34,chembl,RNEKDQXWBNJZMH-UHFFFAOYSA-N,8.378478797737657,8.282321254189556
38559,C9H17NO4,tertiary,C[C@@H]1C[C@H](O)[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)N21,13,base,pKAH1,9.01,chembl,PIBHCJDPQRCONN-FJYMVOSHSA-N,8.644498408163878,8.588922141352752
83662,C13H17N3O2,secondary,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCNC1N2,15,base,pKAH1,8.23,chembl,JZTYZCGIRWVERO-YUZLPWPTSA-N,8.775410877584951,8.739805300684186
39643,C10H14N4,secondary,c1ncc(N2CC[C@H]3CN[C@H]3C2)cn1,9,base,pKAH1,9.81,chembl,GRDPSHQHKQFSDX-WPRPVWTQSA-N,9.528281094446614,9.607525827147223
101432,C8H13N5,tertiary,Cn1nnc([C@H]2CN3CC[C@H]2C3)n1,7,base,pKAH1,7.89,chembl,BOEPPGXXIWHPAZ-BQBZGAKWSA-N,9.038644447786886,9.043195137342233
34191,C9H18N2O3,primary,CC(C)CC(NC(=O)C(C)N)C(=O)O,10,base,pKAH1,8.39,chembl,RDIKFPRVLJLMER-UHFFFAOYSA-N,8.389998084423548,8.295597807417051
31938,C12H15N3O,tertiary,CN(C)[C@@H]1Cc2cccc3nc(O)n(c23)C1,1,base,pKAH1,8.39,chembl,GYEMKOUGMLMNRE-SECBINFHSA-N,8.541620684287816,8.47035042643597
74573,C10H11NO,primary,NCC1=CCOc2ccccc21,0,base,pKAH1,9.11,chembl,WRQGQTBQEWMFLP-UHFFFAOYSA-N,9.000193776335236,8.998878818104684
52387,C7H14N2O2,tertiary,CN(C)C[C@H]1CN(C)C(=O)O1,1,base,pKAH1,8.16,chembl,SXGAHCLWFLASQB-LURJTMIESA-N,8.376463414870923,8.279998424778883
70475,C12H16N2,secondary,c1ccc2c(c1)CC[C@@H]1CNCCN21,10,base,pKAH1,9.02,chembl,CHIINPDGHUONJZ-LLVKDONJSA-N,9.476457367376293,9.547796393402072
67502,C11H20N2O2,secondary,CC(C)(C)OC1=NO[C@H]([C@@H]2CCCN2)C1,13,base,pKAH1,9.97,chembl,LAUIYVZDKSCUAB-IUCAKERBSA-N,8.711498897800443,8.666143551947354
20171,C8H16N2,secondary,CCCCCNCCC#N,5,base,pKAH1,8.2,chembl,USJGCZUFFGVFMY-UHFFFAOYSA-N,8.703282797568043,8.65667408608264
102701,C12H16N2,tertiary,CN1CC[C@@H]2Nc3ccccc3[C@@H]2C1,1,base,pKAH1,8.96,chembl,KDOLICPJGKZRKU-JQWIXIFHSA-N,9.061332651511034,9.069344425279379
110596,C12H23N,secondary,CCNC12CCC(C1)C(C)C2(C)C,2,base,pKAH1,10.9,chembl,REFDGGMAAKABGS-UHFFFAOYSA-N,10.089558598303565,10.254426182920099
102914,C8H20N4O2,primary,COCCN/C(=N/O)NCCCCN,13,base,pKAH1,9.91,chembl,VKMJFTKKOMFTTE-UHFFFAOYSA-N,9.98971257147762,10.13934865026938
98125,C9H15N5O2,tertiary,CN1CC[C@H](Cc2nn[nH]n2)C[C@@H]1C(=O)O,1,base,pKAH1,8.14,chembl,ASAOZFZSGMKKJJ-NKWVEPMBSA-N,7.928786968987255,7.764028962038594
12542,C11H21N2O,tertiary,CN(C)CC1=CC(C)(C)N([O])C1(C)C,1,base,pKAH1,8.74,chembl,ZVYLQRHSRRTRMP-UHFFFAOYSA-N,8.693701333304809,8.645630969980322
41899,C8H9N3,primary,NCc1ccc2nccn2c1,0,base,pKAH1,9.11,chembl,YGXHRFPVDFQLNF-UHFFFAOYSA-N,9.083851313857977,9.095298308311683
6533,C11H16N2O2,tertiary,COc1oc(C2=CCCN(C)C2)nc1C,9,base,pKAH1,7.52,chembl,DEVRQPWBLOYQNR-UHFFFAOYSA-N,8.466079332367189,8.383285245492122
50758,C13H21N3O,tertiary,CCNc1cncc(OC[C@@H]2CCCN2C)c1,14,base,pKAH1,8.76,chembl,VFJRCOBUZDBCFV-LBPRGKRZSA-N,8.94359547785688,8.933646452349437
50343,C12H15N3,tertiary,CN(C)[C@@H]1Cc2cccc3ncn(c23)C1,1,base,pKAH1,8.83,chembl,SHTKKIRPSYJFRO-SNVBAGLBSA-N,9.252787770051421,9.290006011477354
57324,C4H9NO,secondary,OC1CCNC1,4,base,pKAH1,10.6,chembl,JHHZLHWJQPUNKB-UHFFFAOYSA-N,9.769276934123324,9.88528556872842
9371,C12H16N2,tertiary,c1cncc(C2CC3CCN2CC3)c1,10,base,pKAH1,8.59,chembl,YJYPZLAZNIGNRP-UHFFFAOYSA-N,8.840853176239154,8.815230818348953
23801,C9H11N3O3,primary,NCCNC(=O)c1ccccc1[N+](=O)[O-],0,base,pKAH1,9.16,chembl,XRYYFGDGSJGUCK-UHFFFAOYSA-N,8.553062419801755,8.483537598064558
35049,C12H18N2O,primary,NC(CN1CCOCC1)c1ccccc1,0,base,pKAH1,8.73,chembl,CLAGARRWBBUZDR-UHFFFAOYSA-N,9.804862163707927,9.926299323101883
87805,C12H17N3O,secondary,C[C@H]1CCN[C@@H]1C(=O)N1[C@H](C#N)C[C@@H]2C[C@@H]21,4,base,pKAH1,9.96,chembl,SRJDFBGUQNTOPB-SSRBZLIGSA-N,9.620548493892352,9.713868613233476
70412,C8H10N6O,primary,CC(N)C(=O)n1cnc2c(N)ncnc21,2,base,pKAH1,8.0,chembl,QPJBDHFIFTZTSC-UHFFFAOYSA-N,8.77231391822996,8.73623590035228
75136,C12H16N2O,secondary,COc1cc2c(cn1)C1NCCC1CC2,9,base,pKAH1,10.01,chembl,PXBSPNGMNRTLCH-UHFFFAOYSA-N,8.930115001496056,8.918109530071456
12712,C12H15N3,secondary,c1cnc2[nH]c(C[C@@H]3CCCN3)cc2c1,11,base,pKAH1,10.97,chembl,MVQHAOQHZJARGP-JTQLQIEISA-N,9.320051803720686,9.367531169732148
107539,C11H16N2O3,tertiary,CCOC(=O)c1cc([C@H]2CCCN2C)on1,12,base,pKAH1,7.38,chembl,ANKBLHAFIHJILB-SECBINFHSA-N,8.424949024068832,8.335880510956322
89826,C12H25NO2,primary,CCCCCCC/C=C/[C@H](O)[C@@H](N)CO,12,base,pKAH1,9.23,chembl,NCNKWPUJUUMFNR-OMJLJAAMSA-N,8.798573475246277,8.766501351327175
10645,C11H18N2O2,tertiary,CCN1C(=O)CC2(CCN(C)CC2)C1=O,9,base,pKAH1,8.83,chembl,UIHKDOBBVHGTAQ-UHFFFAOYSA-N,8.402604590277813,8.310127435036433
34567,C3H9NO,primary,CC(N)CO,2,base,pKAH1,9.79,chembl,BKMMTJMQCTUHRP-UHFFFAOYSA-N,9.573474819534706,9.65961385247745
62883,C13H18N2,primary,CCC[C@H](N)Cc1c[nH]c2ccccc12,4,base,pKAH1,9.98,chembl,OXTXKBQUVJLMPO-NSHDSACASA-N,9.481718715720184,9.553860360142446
108623,C12H20N2O,secondary,CC(=O)N1C=C([C@@H]2CCCCN2)CCC1,11,base,pKAH1,9.63,chembl,APKLQIQRPUDADG-LBPRGKRZSA-N,8.673014552286155,8.62178842167079
52273,C10H17NO2,tertiary,C[C@@H]1OC2(CCN(C)CC2)CC1=O,6,base,pKAH1,8.15,chembl,OODDNJQTVFMGCF-QMMMGPOBSA-N,8.4516948572131,8.36670641945537
29447,C13H19NO,primary,NCC[C@@H]1CCC[C@H](c2ccccc2)O1,0,base,pKAH1,10.13,chembl,LDCLUBYNZHRXAZ-QWHCGFSZSA-N,10.026183802811797,10.181383565909911
56793,C13H17N7O,tertiary,CN(C)CCCn1c(-c2nonc2N)nc2cnccc21,1,base,pKAH1,9.66,chembl,KFWBJWDHALYVMK-UHFFFAOYSA-N,8.861537537351104,8.839070577595148
67588,C12H15N,primary,N[C@@H]1C2CCC1c1ccccc1C2,0,base,pKAH1,10.11,chembl,GDDWBLFOFAOCHQ-QEWOUOOISA-N,9.53799664750638,9.618723487284507
57100,C12H19NO2,secondary,COc1ccccc1C(O)CNC(C)C,11,base,pKAH1,9.44,chembl,RLJUZSQHQRIUSG-UHFFFAOYSA-N,9.160085628110314,9.183162162952305
37113,C11H14N2O4,primary,N[C@@H](CC1=CCCCc2onc(O)c21)C(=O)O,0,base,pKAH1,7.58,chembl,HJEPOXZLPHUVFE-ZETCQYMHSA-N,7.989295689343196,7.8337682843108
82344,C11H18N4O2,tertiary,Cc1ncc([N+](=O)[O-])n1CCCN1CCCC1,12,base,pKAH1,9.16,chembl,ZBHUUVPXGHOWNP-UHFFFAOYSA-N,8.622429480193883,8.563486599651522
6098,C11H14N2,secondary,Nc1ccc2c(c1)C1CNCC2C1,9,base,pKAH1,10.03,chembl,HXWNIHVLKOKITO-UHFFFAOYSA-N,10.061062972080283,10.221583550505402
31500,C11H21N3O2,primary,CC(=O)NCC[C@H](N)C(=O)N1CCCCC1,7,base,pKAH1,7.99,chembl,BYROUKQPEFFCAK-JTQLQIEISA-N,8.798121401960742,8.76598031428714
71971,C10H18N2O,tertiary,CN1CCC[C@H]1CN1CCCC1=O,1,base,pKAH1,8.81,chembl,IAPJPAJAPCUPNE-VIFPVBQESA-N,8.575132075226835,8.508973978194105
22020,C13H21NO2,primary,CCc1cc(OC)c(CC(C)N)cc1OC,11,base,pKAH1,9.93,chembl,HXJKWPGVENNMCC-UHFFFAOYSA-N,10.010007058044721,10.16273905963065
89515,C10H15N3O,tertiary,CN1CCC[C@@H]1COc1cnccn1,1,base,pKAH1,8.44,chembl,BELUKKYRXNKAEK-SECBINFHSA-N,8.736216087238944,8.69463134725644
6214,C13H21NO3,primary,CCOc1cc(OC)c(CC(C)N)cc1OC,12,base,pKAH1,9.94,chembl,ITZLAXJQDMGDEO-UHFFFAOYSA-N,9.811940534143607,9.93445749855283
35402,C13H19N3O,secondary,CC1(C)CCN[C@@H]1C(=O)N1[C@H](C#N)C[C@@H]2C[C@@H]21,5,base,pKAH1,9.86,chembl,RRLVNFXQXWNDBE-VPOLOUISSA-N,9.288617126075946,9.331301133765537
85414,C13H14N2O2,secondary,O=c1c2c(on1Cc1ccccc1)CCNC2,15,base,pKAH1,8.29,chembl,RPXJWSYWZRIUNN-UHFFFAOYSA-N,8.700616325441374,8.653600843781732
81922,C12H17NO2,secondary,C=C[C@H](O)[C@@H](O)CNCc1ccccc1,7,base,pKAH1,8.63,chembl,QJEKMCOJIRPBSP-RYUDHWBXSA-N,8.570819151035943,8.504003117658387
60060,C13H17N3O5,primary,NCC(=O)N[C@H]1CCO[C@H](c2ccc([N+](=O)[O-])cc2)OC1,0,base,pKAH1,8.14,chembl,LVZGITQLIVMNBH-GWCFXTLKSA-N,8.626474710088111,8.568148929140548
40389,C13H15N3O,tertiary,Oc1nc2cccc3c2n1CC1CCCN1C3,15,base,pKAH1,8.13,chembl,QBKTZUADCXHXNA-UHFFFAOYSA-N,8.51869961900388,8.443932753921075
8639,C11H15N3O3,primary,NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,0,base,pKAH1,7.83,chembl,VJXDBZDWOCSPNM-VIFPVBQESA-N,8.347240327742883,8.246317357338972
55779,C11H14N2,secondary,c1cnc2c(c1)[C@H]1NCC[C@H]1CC2,7,base,pKAH1,10.07,chembl,CCFNZJZCYYFGHV-KCJUWKMLSA-N,9.836832040329213,9.963146202619072
15840,C13H24N4O5,primary,CC[C@H](C)[C@H](NC(=O)CNC(=O)CN)C(=O)N[C@@H](C)C(=O)O,13,base,pKAH1,7.84,chembl,ZVSMNXIQBQMPGJ-LAEOZQHASA-N,8.075027100117103,7.9325780170177875
32894,C12H13NO3,secondary,CCNCc1c(O)ccc2ccc(=O)oc12,2,base,pKAH1,9.75,chembl,DEYBCBPIDXVMCP-UHFFFAOYSA-N,8.590276246518995,8.526428391972429
1747,C9H11NO,primary,C[C@@H](N)C(=O)c1ccccc1,2,base,pKAH1,7.55,chembl,PUAQLLVFLMYYJJ-SSDOTTSWSA-N,8.805199500208667,8.774138176028103
37979,C13H19NO,tertiary,C[C@H]1CCCN1CCc1ccccc1O,5,base,pKAH1,9.21,chembl,XLLMSPMZEFQVLD-NSHDSACASA-N,8.708794583536509,8.663026694693253
19941,C4H8N2O2,primary,CC1ONC(=O)C1N,7,base,pKAH1,8.44,chembl,XGLVMBYXUCUGCI-UHFFFAOYSA-N,8.596540479499767,8.533648233345117
36496,C12H18N2O4,primary,COc1ccc(OC)c([C@@H](O)CNC(=O)CN)c1,16,base,pKAH1,8.14,chembl,PTKSEFOSCHHMPD-JTQLQIEISA-N,8.521750246972065,8.4474487550157
126136,C5H9NO3,primary,[2H]C([2H])(CC(=O)O)C(=O)CN,10,base,pKAH1,7.84,chembl,ZGXJTSGNIOSYLO-DICFDUPASA-N,8.5514505473471,8.481679834556825
66752,C11H14N2,tertiary,c1cc2c(cn1)[C@@H]1CCCN1CC2,10,base,pKAH1,9.26,chembl,FDWOQIUEMPLHRR-NSHDSACASA-N,8.797368658182746,8.765112739487785
52573,C11H19N3O6,primary,C[C@@H](O)[C@H](NC(=O)[C@@H](N)CC[C@]1(O)CNC1=O)C(=O)O,8,base,pKAH1,7.84,chembl,BFSBNVPBVGFFCF-WDOVLDDZSA-N,8.117973174564877,7.982075512727851
34868,C12H21NO,primary,CC(N)C12CC3CC(C1)C(O)C(C3)C2,2,base,pKAH1,10.14,chembl,IKZHOAXNYUBUDD-UHFFFAOYSA-N,9.58277330942918,9.670330826486833
22668,C7H9NO,primary,C=C(CN)c1ccoc1,3,base,pKAH1,9.05,chembl,OBBIFUJGKFYOGT-UHFFFAOYSA-N,9.489755478859001,9.56312313104995
79471,C12H14N2O,tertiary,CN1CCC[C@@H]1c1cc2ncccc2o1,1,base,pKAH1,8.58,chembl,BJFLPKJLIFUESE-SNVBAGLBSA-N,8.662466968471344,8.609631804533175
6479,C12H16N2,secondary,Cc1ccc2c3c1CCN3CCNC2,9,base,pKAH1,8.95,chembl,YAWTUURYQPWTRK-UHFFFAOYSA-N,9.247742006262804,9.284190516704141
110426,C10H19N3O2,primary,COC(=O)[C@@H](N)[C@H]1CC[C@@H](/N=C(/C)N)C1,10,base,pKAH1,11.57,chembl,IVWOENCQSRQYBB-YIZRAAEISA-N,9.715663989126949,9.823493971962366
86624,C12H21N3O3,tertiary,CC1CC(=O)N(CN2CCN(CCO)CC2)C1=O,10,base,pKAH1,7.23,chembl,NOVBPSWYZHAFLP-UHFFFAOYSA-N,8.343744174365721,8.242287865959073
21727,C13H17N5O2,tertiary,O=C(CCN1CCOCC1)Nc1n[nH]c2ncccc12,4,base,pKAH1,7.01,chembl,SHSAGNIXIDZUQJ-UHFFFAOYSA-N,8.26562348363691,8.152249868215678
24981,C12H25NO2,primary,CCCCCCOC(=O)CCCCCN,14,base,pKAH1,10.21,chembl,DJMXYHYLDLVMCZ-UHFFFAOYSA-N,10.201049952789145,10.382925537315574
1317,C12H15N3,primary,Cc1n[nH]cc1-c1ccc(CCN)cc1,12,base,pKAH1,9.77,chembl,ILTOXASLQDKYJW-UHFFFAOYSA-N,9.673352806067776,9.774728220286834
44249,C13H17N3,tertiary,N#CCN1CCN(Cc2ccccc2)CC1,6,base,pKAH1,7.41,chembl,ATUPEPBRQNHPDY-UHFFFAOYSA-N,8.548468466203206,8.478242837100714
43248,C10H17N3,secondary,c1nc(CCC2CCCNC2)c[nH]1,9,base,pKAH1,10.49,chembl,ARRCCCIOHBCTKB-UHFFFAOYSA-N,10.477211022736622,10.701214963084492
126855,C3H6N2O2,primary,N[C@@H]1CONC1=O,0,base,pKAH1,8.36,chembl,DYDCUQKUCUHJBH-UWTATZPHSA-N,8.580717210443256,8.515411125476358
92429,C9H18N2O,tertiary,CC(C)O/N=C\[C@H]1CCCN1C,10,base,pKAH1,7.75,chembl,WXNQQIBQWFDHNB-SBMLRHLQSA-N,9.329546461695026,9.37847423725104
37405,C13H13N5,primary,NCCc1cccc(-c2ncnc3[nH]cnc23)c1,0,base,pKAH1,9.63,chembl,QYNRJWIXMLJYAG-UHFFFAOYSA-N,9.799419133332611,9.920025958746322
10732,C12H23N3O,primary,CC1(C)C=C(C(=O)NCCCN)C(C)(C)N1,15,base,pKAH1,10.32,chembl,NTWSXJRFFRITSK-UHFFFAOYSA-N,10.013341136606881,10.166581751691556
28094,C12H25NO5,secondary,CC(C)C[C@H](CO)NC[C@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,7,base,pKAH1,8.9,chembl,NFDKHBKGVOUFID-LZQZFOIKSA-N,8.566215671069946,8.498697377080273
2166,C10H15N3O,secondary,Cc1noc(C2CC3CCC2NC3)n1,11,base,pKAH1,9.3,chembl,BINAUEIHODVIRS-UHFFFAOYSA-N,9.389810351326862,9.447931379885834
12427,C8H11NO,primary,NC[C@@H](O)c1ccccc1,0,base,pKAH1,9.13,chembl,ULSIYEODSMZIPX-MRVPVSSYSA-N,8.72600620565918,8.682863948810997
73369,C7H15NO3,secondary,C[C@@H]1NC[C@@H](CO)[C@@H](O)[C@@H]1O,2,base,pKAH1,8.88,chembl,NZPKJUPKMZLFQP-VWDOSNQTSA-N,8.749907743913257,8.710411665392957
7979,C12H18N2O,secondary,O=C(CC1C=CCC1)N1CC2CC(C1)N2,14,base,pKAH1,9.13,chembl,SCQZDZCGZMOONT-UHFFFAOYSA-N,9.349599180947441,9.401585997707251
126654,C10H18N2O,tertiary,CO/N=C(\C)CCC#CCN(C)C,10,base,pKAH1,8.35,chembl,VDSGWMCJVJVZDT-ZHACJKMWSA-N,8.422582988608687,8.333153536918664
7100,C11H16N2O2,primary,NC(Cc1ccccc1)C(=O)NCCO,0,base,pKAH1,8.01,chembl,FGXRCJWOYQHDOL-UHFFFAOYSA-N,8.632437110671097,8.575020893599998
59311,C3H6N2O2,primary,N[C@H]1CONC1=O,0,base,pKAH1,8.36,chembl,DYDCUQKUCUHJBH-REOHCLBHSA-N,8.58380612054857,8.518971248645997
3579,C13H19NO,secondary,COc1cccc(CC2CCCNC2)c1,12,base,pKAH1,10.21,chembl,GQKSLDMVANTJRX-UHFFFAOYSA-N,9.853580873649186,9.982450069528072
108197,C9H11N3,secondary,c1nncc2c1CC1CCC2N1,11,base,pKAH1,9.29,chembl,GKQBHVOWVYJYEA-UHFFFAOYSA-N,8.76885337152861,8.732247447444605
44644,C11H15N5O,secondary,On1cc(C2CCNCC2)c(-c2c[nH]cn2)n1,7,base,pKAH1,10.04,chembl,FDERZHYNJLKECH-UHFFFAOYSA-N,10.177692404344885,10.356004796158585
119752,C11H22N2O,tertiary,CN(C)CC1=CC(C)(C)N(O)C1(C)C,1,base,pKAH1,8.44,chembl,HUHVBOIBXOBQRV-UHFFFAOYSA-N,9.004189305672703,9.003483865219787
11591,C10H17N,secondary,CNC12CC3CC(CC1C3)C2,1,base,pKAH1,10.86,chembl,QBTYINCSCXTRCI-UHFFFAOYSA-N,10.486461138451766,10.711876183436186
121213,C12H15N5,secondary,Nc1ccc2nc(N3CCNCC3)cnc2c1,10,base,pKAH1,8.79,chembl,SRSFLPMRIQTMOV-UHFFFAOYSA-N,8.917221470158916,8.903249091247794
123516,C10H17N3O3,primary,CCCCCc1c(C(N)C(=O)O)cnn1O,8,base,pKAH1,7.73,chembl,YTOFDHJLZIVAMS-UHFFFAOYSA-N,7.884411113759729,7.712883572570554
33195,C13H17NO3,tertiary,CN1CCC[C@H]1[C@@H]1COc2cc(O)ccc2O1,1,base,pKAH1,8.42,chembl,NVYOAOOUKHQGRM-GWCFXTLKSA-N,8.606063549499442,8.544624047142227
